"CHELSA_bio_1","CHELSA_bio_10","CHELSA_bio_11","CHELSA_bio_12","CHELSA_bio_13","CHELSA_bio_14","CHELSA_bio_15","CHELSA_bio_16","CHELSA_bio_17","CHELSA_bio_18","CHELSA_bio_19","CHELSA_bio_2","CHELSA_bio_3","CHELSA_bio_4","CHELSA_bio_5","CHELSA_bio_6","CHELSA_bio_7","CHELSA_bio_8","CHELSA_bio_9"
1,0.894700190250622,0.903411827954117,0.61668214785377,0.538991910057296,0.613651039433041,-0.488131898830335,0.538918237046008,0.607528395537711,0.445012063042306,0.557511234883522,-0.58247655487827,-0.204574251468413,-0.259455641577054,0.825242170387441,0.911410261186746,-0.379348438271719,0.86776450784894,0.889616137925104
0.894700190250622,1,0.620049054199982,0.368957016638017,0.312630206582897,0.444493260439158,-0.36184095766211,0.30248476636635,0.438105335278286,0.219463686985031,0.393997772577627,-0.392036033796474,-0.538048982767572,0.196575420971335,0.982650171402074,0.63956606256083,0.0613751923201691,0.98245355112277,0.61998328171058
0.903411827954117,0.620049054199982,1,0.742798775771936,0.655957661751899,0.678425690356742,-0.526788345457933,0.664963052321659,0.67455499626366,0.572961153362672,0.628949066890268,-0.661239145334421,0.138462237387353,-0.64690607603488,0.512279390888794,0.996695313810384,-0.731572215316131,0.585842861773105,0.972792676917543
0.61668214785377,0.368957016638017,0.742798775771936,1,0.956122021003037,0.835477470915413,-0.552521058821295,0.964982888943623,0.836088610503458,0.875317006928283,0.806290291719445,-0.835232081794753,-0.0359608704258911,-0.565138559227648,0.221708157331652,0.762512563247546,-0.697845024983829,0.322604186156908,0.696990639124915
0.538991910057296,0.312630206582897,0.655957661751899,0.956122021003037,1,0.695089033951663,-0.376198855632601,0.99712193328709,0.695074886167328,0.951722785233886,0.66494352225252,-0.81721732235869,-0.0473175838428697,-0.509603241761516,0.162176776386549,0.677704591498435,-0.64853678971652,0.291489575819238,0.590580880328639
0.613651039433041,0.444493260439158,0.678425690356742,0.835477470915413,0.695089033951663,1,-0.668915761271122,0.706973971578898,0.996921088634709,0.525625839860501,0.979295021257796,-0.682397385967153,-0.149997678665675,-0.414124393528045,0.338174122889449,0.69604493116584,-0.526787298963061,0.355776965577578,0.680918617691809
-0.488131898830335,-0.36184095766211,-0.526788345457933,-0.552521058821295,-0.376198855632601,-0.668915761271122,1,-0.390060692853598,-0.670037430426546,-0.281187220960522,-0.649529038462697,0.545655487215322,0.152150829227174,0.305300563751631,-0.284989961929027,-0.545721125334016,0.396904231390514,-0.275863270356235,-0.513840588713455
0.538918237046008,0.30248476636635,0.664963052321659,0.964982888943623,0.99712193328709,0.706973971578898,-0.390060692853598,1,0.707166798503021,0.948118943604084,0.678013605676601,-0.816068576727634,-0.0255646451461464,-0.530961080012846,0.152016295534331,0.68516075120371,-0.665368017573651,0.278805506688923,0.60236952104926
0.607528395537711,0.438105335278286,0.67455499626366,0.836088610503458,0.695074886167328,0.996921088634709,-0.670037430426546,0.707166798503021,1,0.527491369229347,0.980671296054383,-0.678843858090867,-0.14667089290447,-0.415597531700361,0.331138688439962,0.691662294075695,-0.52745286122214,0.348827372830119,0.678605517454694
0.445012063042306,0.219463686985031,0.572961153362672,0.875317006928283,0.951722785233886,0.525625839860501,-0.281187220960522,0.948118943604084,0.527491369229347,1,0.494828325792269,-0.782542277996375,-0.00791072635669403,-0.495134841025636,0.067968556658501,0.595134785273709,-0.629953538773961,0.227565424135321,0.494252250340238
0.557511234883522,0.393997772577627,0.628949066890268,0.806290291719445,0.66494352225252,0.979295021257796,-0.649529038462697,0.678013605676601,0.980671296054383,0.494828325792269,1,-0.648950982949779,-0.141830732592749,-0.400876465120544,0.291244852986275,0.645789669592314,-0.507026970851395,0.301807621059661,0.646455576208612
-0.58247655487827,-0.392036033796474,-0.661239145334421,-0.835232081794753,-0.81721732235869,-0.682397385967153,0.545655487215322,-0.816068576727634,-0.678843858090867,-0.782542277996375,-0.648950982949779,1,0.287274662572106,0.437285154384634,-0.223791044918394,-0.706988298919502,0.632234107209634,-0.358427562210283,-0.592430279407807
-0.204574251468413,-0.538048982767572,0.138462237387353,-0.0359608704258911,-0.0473175838428697,-0.149997678665675,0.152150829227174,-0.0255646451461464,-0.14667089290447,-0.00791072635669403,-0.141830732592749,0.287274662572106,1,-0.698601150089856,-0.537793481682309,0.0807670659988586,-0.529525432441131,-0.525667356611025,0.146969419260131
